chunk_len_50.0,chunk_len_100.0,chunk_len_200.0,chunk_len_300.0
1.838290863037109,1.7322659301757812,1.7103485107421874,1.6977609252929688
1.833573303222656,1.7324446105957032,1.7238795471191406,1.6777152506510418
1.803113708496093,1.7320252990722655,1.7075587463378907,1.7029991658528645
1.7802122497558597,1.8003923034667968,1.733783721923828,1.6860696411132812
1.847422332763672,1.7360142517089845,1.7276902770996094,1.6796608479817707
1.842765502929688,1.741165008544922,1.712729949951172,1.6783912150065103
1.837908477783203,1.710572509765625,1.6933308410644532,1.6672704060872396
1.8477670288085937,1.7459698486328126,1.6936529541015626,1.6508542887369793
1.8086636352539065,1.7123326110839845,1.7240093994140624,1.6416618855794272
1.8361761474609373,1.723140106201172,1.6686363220214844,1.6675283813476562
1.78123046875,1.7235629272460935,1.710571746826172,1.662024434407552
1.8295968627929688,1.7451606750488282,1.7083187866210938,1.6430710856119792
1.7773542785644532,1.7048313903808594,1.7107333374023437,1.6631526692708334
1.840530548095703,1.6936138916015624,1.6856558227539062,1.6335453287760417
1.822980194091797,1.7145361328125,1.6887954711914062,1.633705546061198
1.8248651123046875,1.7437908935546875,1.682776641845703,1.660651346842448
1.789263458251953,1.7463560485839844,1.6890374755859374,1.636919657389323
1.781616516113281,1.6894804382324218,1.6737423706054688,1.6749142456054686
1.7951551818847655,1.7246006774902345,1.7071443176269532,1.6329254150390624
1.7933245849609376,1.7015818786621093,1.6900064086914062,1.6578024291992188
1.7778517150878903,1.6864854431152343,1.6827139282226562,1.6533148193359375
1.7638670349121093,1.676915740966797,1.6569468688964843,1.616771443684896
1.8246673583984367,1.7008123779296875,1.6499795532226562,1.6377031453450521
1.8030195617675784,1.7139175415039063,1.6793331909179687,1.6392849731445311
1.8113958740234373,1.7214918518066409,1.6816156005859375,1.6338242594401042
1.778080596923828,1.6694351196289063,1.6664752197265624,1.6075282796223958
1.7592935180664062,1.687720489501953,1.6959527587890626,1.6602212524414062
1.7642857360839843,1.6626626586914062,1.6566264343261718,1.6111472574869792
1.7734188842773435,1.6488954162597655,1.647431640625,1.6560402425130207
1.8055540466308595,1.686000518798828,1.6772593688964843,1.6337954711914062
1.823820343017578,1.6813671875,1.665954132080078,1.6042544555664062
1.787357635498047,1.6802095031738282,1.6333914184570313,1.6040960693359374
1.7668670654296874,1.706332244873047,1.648029327392578,1.614391072591146
1.7829066467285155,1.6879933166503909,1.6855494689941406,1.637113037109375
1.758395080566406,1.6531890869140624,1.639889678955078,1.6369881184895834
1.798030242919922,1.653845977783203,1.648964385986328,1.6212213134765625
1.7519256591796877,1.69991455078125,1.6759584045410156,1.6179385375976563
1.7638031005859376,1.6454119873046875,1.6529930114746094,1.6527145385742188
1.708715972900391,1.6850942993164062,1.6405342102050782,1.6149204508463542
1.8049496459960936,1.6459358215332032,1.639680633544922,1.6222663370768229
1.787254638671875,1.6714463806152344,1.6628375244140623,1.5992658487955729
1.768346405029297,1.6581741333007811,1.6157621765136718,1.6158826700846354
1.7377023315429687,1.6653617858886718,1.6468577575683594,1.6053330485026043
1.7998667907714845,1.641422576904297,1.6459869384765624,1.6064237467447917
1.75655517578125,1.657335968017578,1.6316864013671877,1.593597412109375
1.7554287719726562,1.6591261291503907,1.6488194274902344,1.6003921508789063
1.751331787109375,1.6858673095703125,1.6357014465332032,1.6024477132161459
1.7267941284179686,1.643822479248047,1.6330526733398438,1.5744623819986978
1.7578062438964843,1.6435714721679688,1.6381369018554688,1.6053675333658854
1.7518186950683594,1.7200360107421877,1.6361172485351565,1.5635759480794271
1.7661759948730469,1.6607264709472656,1.660972137451172,1.5580173746744792
1.7309861755371094,1.678382110595703,1.638350067138672,1.5842340087890625
1.7335702514648437,1.6520721435546877,1.6236123657226562,1.596595458984375
1.7121926879882812,1.659736328125,1.6158525085449218,1.5755029296875
1.72335205078125,1.663102569580078,1.6274859619140625,1.566923624674479
1.7651805114746093,1.6542210388183594,1.6469947814941406,1.569886983235677
1.7017764282226562,1.6558830261230468,1.6031842041015625,1.6041099039713542
1.6847079467773438,1.613675231933594,1.6264256286621093,1.5852681477864583
1.6796551513671876,1.666671905517578,1.6441249084472656,1.5715275065104166
1.7290672302246093,1.6610023498535156,1.6335906982421875,1.5688972981770832
1.725725860595703,1.670324859619141,1.622822265625,1.5732937622070313
1.7034471130371094,1.6231805419921874,1.5944252014160156,1.559238789876302
1.7100279235839844,1.6683900451660156,1.6191389465332031,1.586023457845052
1.6998448181152344,1.6317308044433594,1.6316236877441406,1.5682130940755208
1.7192041015625,1.6287637329101563,1.6119253540039062,1.5695032755533853
1.71578857421875,1.640478057861328,1.6106269836425782,1.565091044108073
1.6852029418945311,1.647599334716797,1.6077268981933597,1.5695361328125
1.6786479187011718,1.6169856262207032,1.593582000732422,1.5598696899414062
1.698446044921875,1.6359739685058594,1.6117723083496094,1.5737842814127605
1.6827459716796875,1.6836857604980469,1.5760400390625,1.5565928141276042
1.7030953979492187,1.6199165344238282,1.6007908630371093,1.5604939778645834
1.6819618225097657,1.6395166015625,1.6259182739257811,1.5733082071940103
1.7321133422851562,1.6504449462890625,1.5920722961425782,1.57865234375
1.712318878173828,1.6364863586425782,1.6165057373046876,1.5749252319335938
1.736464691162109,1.6248324584960938,1.6036988830566403,1.5597378540039062
1.6828265380859375,1.654805908203125,1.5962324523925782,1.5601198323567709
1.7121893310546874,1.611687469482422,1.6041654968261718,1.575268758138021
1.706944580078125,1.594285125732422,1.589425964355469,1.5440329996744793
1.7335511779785155,1.6449522399902343,1.5778038024902343,1.5672950236002605
1.6965830993652344,1.632737274169922,1.5878277587890626,1.5604222615559895
1.7015469360351565,1.6315509033203126,1.6098309326171876,1.5598279825846355
1.7227740478515623,1.6446330261230468,1.580613555908203,1.5419236246744792
1.7103387451171874,1.5946728515625,1.582069091796875,1.5506768798828126
1.7145155334472657,1.6200559997558597,1.602353515625,1.559237263997396
1.702154083251953,1.6158479309082032,1.5861750793457032,1.549114990234375
1.715242919921875,1.5913523864746093,1.582213134765625,1.536887410481771
1.6884381103515624,1.6143341064453125,1.5609510803222657,1.55557373046875
1.7156480407714845,1.5879100036621094,1.6049557495117188,1.5300801595052083
1.6886346435546875,1.5725672912597657,1.5879672241210938,1.5394513956705729
1.713830413818359,1.6147869873046874,1.561284942626953,1.5669704182942708
1.6636328125,1.6425709533691406,1.5793869018554687,1.541534423828125
1.7102487182617188,1.585741729736328,1.5760200500488282,1.536690470377604
1.7174424743652343,1.584576416015625,1.603160400390625,1.5435799153645833
1.7092855834960938,1.5670114135742188,1.5853501892089843,1.5318486531575521
1.6623362731933593,1.6090884399414065,1.5895635986328125,1.524339090983073
1.6837030029296876,1.5904135131835937,1.5578286743164065,1.5657554117838541
1.721838531494141,1.5987538146972655,1.5647027587890625,1.5426734415690104
1.693610382080078,1.630283203125,1.5833506774902344,1.5114510091145834
1.6655763244628907,1.5957408142089844,1.5869911193847657,1.5513072713216145
1.6881527709960935,1.5874563598632812,1.5527476501464843,1.5047130330403646
1.685012969970703,1.6221688842773438,1.5896197509765626,1.5248485310872395
1.6819003295898438,1.6462892150878907,1.582532958984375,1.5430154418945312
1.6517831420898437,1.619744110107422,1.5583856201171875,1.5382771809895834
1.7138650512695313,1.5661192321777344,1.5518531799316406,1.5314554850260416
1.7247860717773438,1.6074699401855468,1.607609100341797,1.5489261881510417
1.6909744262695312,1.5795065307617189,1.5680046081542969,1.5188410441080729
1.6532745361328125,1.5639559936523435,1.5662718200683594,1.528821309407552
1.6760789489746093,1.593472900390625,1.5631512451171874,1.5352029418945312
1.627069854736328,1.5967491149902344,1.545823516845703,1.5340088907877605
1.7072323608398436,1.5908326721191406,1.571018524169922,1.5433120727539062
1.6568095397949218,1.5929061889648437,1.5483346557617188,1.5320492553710938
1.6280337524414064,1.5810166931152343,1.580084991455078,1.5305961100260417
1.675093994140625,1.5805111694335938,1.5671682739257813,1.525755106608073
1.6810380554199218,1.5998094177246094,1.5603392028808594,1.5420944213867187
1.68197509765625,1.565201416015625,1.5830287170410156,1.514305928548177
1.6558883666992188,1.6378013610839843,1.5576982116699218,1.539303690592448
1.6794247436523435,1.5904849243164063,1.5701576232910155,1.54401611328125
1.6553579711914062,1.572368621826172,1.5507722473144532,1.5164756266276043
1.6487747192382811,1.6265402221679688,1.5405319213867188,1.5325986735026043
1.6803836059570312,1.6115623474121097,1.5347604370117187,1.5282124837239583
1.6699423217773437,1.574622802734375,1.5519580078125,1.516951904296875
1.67951416015625,1.5760281372070313,1.5399295043945314,1.5022939046223958
1.6880943298339843,1.5772824096679687,1.557449951171875,1.5277543131510416
1.6784562683105468,1.5603872680664062,1.5529655456542968,1.524300333658854
1.681046905517578,1.5756512451171876,1.551757354736328,1.5230253092447916
1.685452575683594,1.550252685546875,1.5555206298828126,1.5088724772135416
1.6681716918945313,1.5196047973632814,1.5231106567382813,1.5112937418619792
1.6687374877929688,1.5835427856445312,1.5411370849609376,1.4739921061197916
1.6663340759277343,1.5674432373046876,1.5608563232421877,1.5106437174479166
1.667339324951172,1.5820329284667969,1.5673936462402345,1.522288818359375
1.6563525390625,1.536539306640625,1.574276885986328,1.5207865397135416
1.652410888671875,1.588506622314453,1.532914276123047,1.5176404825846355
1.7224929809570313,1.554651336669922,1.521495361328125,1.5143387858072916
1.6562324523925782,1.5914968872070312,1.5527880859375,1.4879419962565104
1.643032379150391,1.5764208984375,1.5639474487304688,1.4969674682617187
1.687270355224609,1.5674658203125,1.5488398742675782,1.526209208170573
1.6539883422851562,1.584154052734375,1.5541009521484377,1.52268798828125
1.6674415588378906,1.601094970703125,1.5563069152832032,1.4906300862630208
1.6458685302734375,1.5964064025878906,1.5068582153320311,1.5111476643880208
1.6068284606933594,1.5565269470214844,1.5319671630859375,1.5040467325846354
1.6774713134765624,1.5802372741699218,1.5135005187988282,1.4775101725260418
1.6469375610351562,1.572359619140625,1.5361544799804687,1.5158169555664063
1.658108825683594,1.5733445739746097,1.549254913330078,1.492123311360677
1.633976287841797,1.5863319396972655,1.5454110717773435,1.5021938069661458
1.6701513671875,1.56815185546875,1.5349140930175782,1.5074200439453125
1.6243911743164063,1.6091192626953126,1.5669029235839844,1.518343709309896
1.6666448974609376,1.5420968627929688,1.5773008728027345,1.4950429280598958
1.6239643859863282,1.554490966796875,1.5403533935546876,1.5047506713867187
1.6587074279785157,1.5823353576660155,1.5273841857910155,1.5016677856445313
1.647717742919922,1.5897335815429687,1.5416026306152344,1.4959183756510417
1.63825927734375,1.568232879638672,1.521224365234375,1.4807213338216145
1.7011349487304688,1.5501348876953125,1.5390570068359375,1.499426778157552
1.690372772216797,1.5496333312988282,1.51708251953125,1.503294677734375
1.678816375732422,1.5742893981933594,1.5356550598144532,1.4821335856119793
1.6512120056152344,1.563235321044922,1.516217498779297,1.4793824259440105
1.6721304321289063,1.5319644165039064,1.5462342834472655,1.4865596516927084
1.6843106079101562,1.5728959655761718,1.5119718933105468,1.4751228841145834
1.679796142578125,1.5219804382324218,1.5220545959472656,1.453662109375
1.59211669921875,1.5389035034179688,1.5263792419433593,1.5015651448567708
1.634821319580078,1.59222900390625,1.5272073364257812,1.4932521565755208
1.6596893310546874,1.560577392578125,1.5381387329101563,1.50096435546875
1.6422743225097656,1.5726792907714844,1.5068527221679688,1.4950784301757813
1.6278363037109376,1.559593505859375,1.5389370727539062,1.50383544921875
1.6645657348632812,1.594547119140625,1.548544921875,1.479853006998698
1.6664312744140626,1.5907412719726564,1.5397019958496094,1.4846603393554687
1.6756057739257812,1.6190997314453126,1.5347402954101563,1.4936006673177082
1.6814120483398438,1.5911143493652344,1.5168869018554687,1.5026278686523438
1.67796142578125,1.56217041015625,1.532719268798828,1.50211181640625
1.63396728515625,1.5303565979003906,1.5230935668945311,1.4845121256510416
1.5843829345703124,1.510192565917969,1.5153121948242188,1.4908917236328125
1.64612060546875,1.5388449096679688,1.544248046875,1.4666060384114583
1.6059918212890625,1.5621737670898437,1.5370704650878906,1.4644646199544271
1.6817579650878909,1.531044921875,1.5085052490234374,1.4737481689453125
1.6778446960449218,1.5564739990234375,1.518824920654297,1.4941307576497396
1.6059837341308594,1.532630157470703,1.507965087890625,1.4772664388020833
1.608295440673828,1.546596221923828,1.4948414611816403,1.4836825561523437
1.633258972167969,1.55570556640625,1.5132955932617187,1.4972276814778647
1.6033927917480468,1.5657461547851563,1.51333251953125,1.498821309407552
1.6038375854492188,1.5573165893554688,1.528662261962891,1.4974991861979168
1.643216247558594,1.5419345092773438,1.5243389892578123,1.4939307657877605
1.6578195190429688,1.5290798950195312,1.5250032043457031,1.4735963948567707
1.637743682861328,1.5495390319824218,1.5346292114257811,1.482315165201823
1.659645538330078,1.558171844482422,1.508375701904297,1.464908447265625
1.6111878967285156,1.5515629577636718,1.535618438720703,1.4710084025065104
1.6564323425292968,1.543320465087891,1.470638427734375,1.4996216837565104
1.661942138671875,1.5498204040527344,1.5076980590820312,1.5045944213867188
1.6439434814453124,1.571376953125,1.533685302734375,1.481249796549479
1.6219285583496097,1.5459852600097657,1.554818115234375,1.4579981486002604
1.6083970642089844,1.575869598388672,1.516097869873047,1.4871392822265626
1.6043496704101563,1.572858123779297,1.5167337036132813,1.4816299438476563
1.6372882080078126,1.5624945068359375,1.492832489013672,1.474535624186198
1.6307623291015625,1.5357034301757813,1.496514892578125,1.4913924153645832
1.649547119140625,1.519991760253906,1.5134072875976563,1.4656698608398437
1.6170701599121091,1.5349972534179688,1.5242979431152344,1.4733558146158854
1.603408660888672,1.5302742004394532,1.52959228515625,1.5023052978515625
1.6602890014648437,1.5490507507324218,1.510005340576172,1.469144999186198
1.64,1.568138427734375,1.5009417724609375,1.4517798868815104
1.6189691162109374,1.4968634033203123,1.5066261291503906,1.4941951497395833
1.6119880676269531,1.539891815185547,1.5265460205078123,1.4963174438476563
1.624145050048828,1.5349856567382814,1.508388824462891,1.4515506998697916
1.6266075134277345,1.5165940856933593,1.5040168762207031,1.4438570149739582
1.675231628417969,1.5520704650878907,1.5029092407226563,1.4851830037434897
1.628970947265625,1.5447073364257813,1.4915870666503903,1.4741378784179688
1.6574179077148437,1.5416598510742188,1.5134451293945312,1.4694558715820312
1.6428062438964843,1.546201171875,1.4903887939453124,1.4435488891601562
1.6631312561035156,1.5484439086914064,1.523087615966797,1.4872892252604166
1.634184112548828,1.5321197509765625,1.5145211791992188,1.4428905232747395
1.659709930419922,1.5523760986328126,1.4841841125488282,1.4829366048177084
1.5943582153320313,1.5727464294433593,1.518432312011719,1.494042256673177
1.63587646484375,1.5497100830078123,1.5016015625,1.4805201212565104
1.6267269897460936,1.508922119140625,1.5288958740234375,1.456214599609375
1.6363259887695312,1.5579743957519532,1.4797579956054687,1.4788601684570313
1.6430978393554687,1.52889892578125,1.5036595153808594,1.4343418375651042
1.6215827941894532,1.529016876220703,1.4888735961914064,1.4462962849934895
1.6383226013183594,1.557055206298828,1.5263926696777343,1.4957601928710937
1.6109169006347657,1.5538609313964844,1.4862515258789062,1.4680434163411458
1.631680450439453,1.5345004272460938,1.5098548889160155,1.4559628295898437
1.584091339111328,1.5047235107421877,1.5149946594238282,1.4527657063802084
1.6246330261230468,1.53978271484375,1.5035198974609374,1.4848793538411458
1.616850128173828,1.5358750915527344,1.5077629089355469,1.48280517578125
1.6404832458496097,1.4969281005859374,1.534756011962891,1.4575956217447916
1.6441342163085937,1.5183056640625,1.4845608520507811,1.4919786580403647
1.6321484375,1.517047882080078,1.4710807800292969,1.4480298868815105
1.6581330871582032,1.515965576171875,1.4912959289550782,1.4690770467122396
1.6019200134277345,1.547837371826172,1.5097866821289063,1.4772719319661458
1.65395263671875,1.519191131591797,1.4866085815429688,1.4655987548828124
1.606725616455078,1.5418743896484377,1.50194580078125,1.4668480428059896
1.65864501953125,1.526923370361328,1.4628099060058597,1.4529482014973958
1.6243104553222656,1.5178875732421877,1.480069274902344,1.4634431966145833
1.6337413024902343,1.5143043518066406,1.5255577087402343,1.4862705485026042
1.6133956909179688,1.5273486328125,1.48651123046875,1.4574219767252605
1.5736198425292969,1.5013746643066406,1.5164056396484376,1.4700841267903646
1.6406781005859374,1.5437890625,1.5117900085449218,1.4462385050455728
1.6785906982421874,1.5255575561523438,1.4847592163085936,1.4622254435221353
1.6618632507324218,1.5171922302246097,1.4958346557617188,1.468666788736979
1.6268370056152344,1.527906951904297,1.4729794311523436,1.4435741170247396
1.6067723083496093,1.5235986328125,1.4866561889648438,1.4624305216471354
1.6222467041015625,1.5516683959960935,1.5062271118164063,1.47455810546875
1.6231434631347657,1.5364363098144531,1.480300140380859,1.4480350748697917
1.6239405822753907,1.5645159912109374,1.4763853454589844,1.4528316243489583
1.570176239013672,1.545181884765625,1.501314697265625,1.4571990966796875
1.6639666748046875,1.519403533935547,1.5072346496582032,1.4394036865234374
1.59612060546875,1.543737030029297,1.4970509338378906,1.4516372680664062
1.6354908752441406,1.5297834777832031,1.4907203674316407,1.4545263671875
1.6260275268554687,1.5398095703125,1.4937527465820313,1.441464335123698
1.556991424560547,1.516364288330078,1.5152900695800782,1.4102367146809895
1.588730010986328,1.5627099609375,1.5029225158691406,1.429334716796875
1.6141183471679688,1.5282493591308597,1.4799409484863282,1.4854521687825522
1.6432386779785155,1.5692926025390626,1.5240478515625,1.4859447224934896
1.6239859008789062,1.5159700012207031,1.4944357299804687,1.4605928548177083
1.5959489440917969,1.5637794494628907,1.4722552490234375,1.4650227864583334
1.5725701904296876,1.5283729553222656,1.4769178771972655,1.4770536295572916
1.638871612548828,1.5306822204589845,1.48109619140625,1.4354257202148437
1.6312779235839845,1.52934814453125,1.4762257385253903,1.4772943115234376
1.6026274108886718,1.5102059936523438,1.4860423278808594,1.436756591796875
1.5968714904785155,1.55716796875,1.504417724609375,1.450709737141927
1.599229736328125,1.5357728576660157,1.4958973693847657,1.4311801147460939
1.6045930480957031,1.4985093688964843,1.4972331237792968,1.4519040934244791
1.6049716186523435,1.5611146545410155,1.485208740234375,1.4612790934244793
1.6279544067382812,1.5119700622558594,1.4888734436035156,1.4337565104166667
1.6137942504882812,1.487556915283203,1.477999572753906,1.4496142578125
1.5880824279785155,1.5045401000976562,1.4702462768554687,1.4530931599934895
1.6160258483886718,1.516588897705078,1.488863983154297,1.4446835327148437
1.6232220458984374,1.5038265991210935,1.4458096313476565,1.4391353352864584
1.575167541503906,1.5464834594726562,1.4981814575195314,1.487238057454427
1.6238082885742189,1.519462890625,1.489713134765625,1.441090087890625
1.6216123962402345,1.5271270751953123,1.496145324707031,1.4311171468098958
1.579006500244141,1.5666824340820311,1.470975036621094,1.437727762858073
1.6294548034667968,1.526859893798828,1.4885423278808594,1.4685888671875
1.5972476196289065,1.516436309814453,1.4898622131347656,1.4249051920572917
1.634464874267578,1.5010284423828124,1.488968505859375,1.4294254557291666
1.6159103393554688,1.55477294921875,1.490513458251953,1.4334733072916668
1.5717884826660156,1.5208790588378909,1.4731954956054687,1.4157318115234374
1.5591743469238282,1.4898689270019532,1.480771484375,1.4543434651692708
1.5722976684570311,1.521550750732422,1.5220260620117188,1.432972412109375
1.6157704162597657,1.5165139770507812,1.4508822631835938,1.398017578125
1.6127484130859375,1.5113011169433594,1.5050904846191406,1.447389119466146
1.619853973388672,1.5123899841308597,1.4580500793457032,1.4396505737304688
1.6107847595214844,1.5181590270996097,1.4861550903320313,1.418780314127604
1.5880296325683594,1.53158447265625,1.480103759765625,1.4499284871419271
1.6230558776855468,1.5275823974609375,1.4727142333984375,1.4543407185872397
1.5918235778808594,1.5068666076660155,1.5013627624511718,1.4349813842773438
1.57035400390625,1.5378375244140623,1.454626007080078,1.4441356404622396
