hidden_size_50.0,hidden_size_100.0,hidden_size_150.0,hidden_size_200.0
1.7376132202148438,1.5631459045410157,1.4182284545898438,1.4669012451171874
1.7364903259277344,1.5421414184570312,1.4300271606445312,1.435856475830078
1.7533560180664065,1.539159698486328,1.4350352478027344,1.4367578125
1.7395909118652344,1.5453903198242187,1.4307977294921874,1.4281324768066406
1.7453457641601562,1.5499345397949218,1.427780303955078,1.4525428771972657
1.7234475708007813,1.5207676696777344,1.4269593811035155,1.4812939453125
1.7234681701660155,1.5118478393554688,1.4339285278320313,1.4420620727539062
1.739068603515625,1.511661376953125,1.428360595703125,1.4156588745117187
1.7308670043945311,1.5379046630859374,1.4252207946777344,1.4071218872070312
1.729163360595703,1.5159375,1.4248045349121097,1.4201512145996094
1.7465084838867186,1.509802398681641,1.445982666015625,1.4562503051757814
1.7060194396972657,1.5176185607910155,1.4195356750488282,1.4230421447753907
1.7495361328125,1.5342289733886718,1.417602233886719,1.449010467529297
1.7396258544921874,1.5381454467773437,1.469454345703125,1.460904083251953
1.7377435302734374,1.5378091430664065,1.4030392456054688,1.4273164367675781
1.7031103515625,1.5243733215332032,1.4117654418945311,1.4415274047851563
1.7202224731445312,1.5432058715820312,1.4224095153808594,1.4294580078125
1.7073294067382812,1.5214350891113282,1.4342245483398437,1.4444346618652344
1.7385687255859374,1.5404774475097656,1.3872154235839844,1.4346324157714845
1.7356455993652344,1.5342495727539065,1.425693817138672,1.394646453857422
1.730008239746094,1.522576904296875,1.45198486328125,1.4382489013671875
1.6931724548339844,1.5539535522460937,1.4205706787109376,1.4381796264648437
1.69566650390625,1.539298553466797,1.4361819458007812,1.4395941162109376
1.7328846740722657,1.5112643432617188,1.431340789794922,1.4552957153320312
1.7331271362304688,1.5028419494628906,1.412358856201172,1.435531005859375
1.7291357421875,1.526046905517578,1.3984226989746094,1.4129342651367187
1.7355436706542968,1.5111337280273438,1.413797607421875,1.4237593078613282
1.736436767578125,1.5162898254394532,1.4131947326660157,1.4423504638671876
1.673908233642578,1.5214828491210937,1.4093910217285155,1.4200244140625
1.7347579956054688,1.535963897705078,1.4313072204589845,1.4002008056640625
1.7412698364257813,1.5183387756347655,1.3917019653320313,1.4494712829589844
1.7405752563476562,1.49835693359375,1.3976545715332032,1.446161651611328
1.6904229736328125,1.5214877319335938,1.392089385986328,1.4296644592285157
1.7400187683105468,1.5153509521484374,1.418123779296875,1.4407344055175781
1.7135414123535155,1.503750152587891,1.4107977294921874,1.4128207397460937
1.672105712890625,1.5353108215332032,1.3952122497558594,1.41669189453125
1.7315696716308593,1.5272714233398437,1.4220295715332032,1.4165437316894531
1.7208291625976562,1.5189060974121094,1.4406399536132812,1.3997372436523436
1.7280845642089844,1.5052835083007812,1.4142620849609375,1.4639964294433594
1.7144761657714844,1.5054908752441407,1.4154560852050782,1.458748779296875
1.7091612243652343,1.5393002319335938,1.405062255859375,1.416886444091797
1.71420166015625,1.538892822265625,1.4315634155273438,1.4256346130371094
1.700821533203125,1.5092486572265624,1.4284770202636718,1.4224723815917968
1.7053460693359377,1.5288728332519532,1.4206510925292968,1.388644256591797
1.723477325439453,1.5206611633300782,1.4434478759765623,1.4251959228515625
1.7143820190429688,1.504934387207031,1.3990196228027345,1.4134378051757812
1.6909417724609377,1.5202223205566403,1.4271884155273438,1.424979248046875
1.7123260498046875,1.5162147521972655,1.4193838500976563,1.3963278198242188
1.7309074401855469,1.5122601318359374,1.423131866455078,1.4049203491210938
1.6798161315917968,1.5064344787597657,1.4043714904785156,1.43362060546875
1.7337908935546875,1.495171356201172,1.402115478515625,1.4254995727539062
1.7203182983398435,1.4968490600585938,1.4157015991210935,1.4117288208007812
1.7122795104980468,1.5256163024902345,1.4069044494628906,1.4542436218261718
1.7215948486328123,1.5320883178710938,1.4112017822265626,1.3852481079101562
1.6824365234375,1.4801422119140626,1.4144607543945311,1.389377899169922
1.7089247131347656,1.49683349609375,1.396469879150391,1.3953466796875
1.6756724548339843,1.5007754516601564,1.3907000732421877,1.4159544372558595
1.718286590576172,1.5204037475585936,1.40396484375,1.4161282348632813
1.7101693725585938,1.5155899047851562,1.4040419006347655,1.410028533935547
1.6939903259277345,1.5171821594238282,1.410712432861328,1.4031378173828124
1.706631622314453,1.5290040588378906,1.4188729858398437,1.4223568725585938
1.6973719787597656,1.5234591674804687,1.3966123962402344,1.4135963439941406
1.7076727294921874,1.5123269653320313,1.3941787719726562,1.3959977722167969
1.7092669677734376,1.4797244262695313,1.3889097595214843,1.3735528564453126
1.6867637634277344,1.494714813232422,1.3941326904296876,1.4241813659667968
1.701291046142578,1.499661560058594,1.4066549682617189,1.3991055297851562
1.7188304138183594,1.4969612121582032,1.3971153259277345,1.39117919921875
1.6736224365234376,1.5196707153320312,1.374479522705078,1.4232029724121094
1.704564208984375,1.4927058410644531,1.4055615234375,1.418644256591797
1.691322021484375,1.5292756652832031,1.3928074645996094,1.4143077087402345
1.6739486694335937,1.525232696533203,1.3855978393554689,1.3971542358398437
1.6755731201171875,1.490252685546875,1.3971847534179689,1.3881460571289062
1.7019790649414062,1.5121847534179689,1.4006842041015626,1.3879777526855468
1.7165928649902344,1.4979769897460935,1.416137390136719,1.41087158203125
1.6830990600585938,1.5218417358398435,1.401307373046875,1.3622361755371093
1.6984896850585938,1.505214080810547,1.406559600830078,1.4401142883300782
