n_layers_2.0,n_layers_2.0.1,n_layers_1.0,n_layers_2.0.2,n_layers_3.0,n_layers_1.0.1,n_layers_2.0.3,n_layers_3.0.1,n_layers_4.0
1.938864135742188,1.9516587829589844,1.9496061706542969,1.9306320190429689,2.0815078735351564,1.957093505859375,1.956685791015625,2.1878224182128907,2.3189698791503908
1.9306468200683595,1.9521104431152343,1.95678451538086,1.9084222412109373,2.072269287109375,1.951771240234375,1.9605906677246088,2.1734382629394533,2.2895278930664062
1.925453186035156,1.92785400390625,1.944280242919922,1.906192321777344,2.063943634033203,1.93821029663086,1.939263916015625,2.156300354003906,2.273515472412109
1.9373880004882813,1.9296267700195315,1.9618276977539064,1.9010487365722657,2.0703594970703123,1.9374610900878904,1.9348471069335933,2.1513812255859377,2.28881103515625
1.9246580505371087,1.906025085449219,1.9480810546875,1.8777230834960936,2.047715759277344,1.9152198791503907,1.944818572998047,2.142525177001953,2.2747843933105467
1.92076416015625,1.913280029296875,1.9303390502929687,1.8963182067871087,2.037253570556641,1.937271423339844,1.9092745971679688,2.1307464599609376,2.2619927978515624
1.933945770263672,1.926704559326172,1.963859252929688,1.879028625488281,2.040033721923828,1.92646484375,1.929122314453125,2.1428419494628907,2.2613896179199218
1.916949157714844,1.9314892578125,1.920783233642578,1.8534248352050784,2.05627685546875,1.9104615783691403,1.9200619506835936,2.130338745117188,2.2400807189941405
1.886198272705078,1.8935563659667969,1.914698028564453,1.872785034179688,2.0496646118164064,1.9215530395507807,1.88887451171875,2.1301644897460936,2.2346295166015624
1.877637939453125,1.9196159362792968,1.8887644958496093,1.8570466613769527,2.0125163269042967,1.892084808349609,1.8766580200195315,2.128997802734375,2.238206481933594
1.9097987365722653,1.925494384765625,1.9107904052734368,1.848202667236328,2.0370803833007813,1.899955596923828,1.9029620361328128,2.1382711791992186,2.2285757446289063
1.8949940490722657,1.89624740600586,1.9201649475097653,1.8536627197265625,1.9919337463378903,1.910939331054688,1.9107859802246088,2.096621856689453,2.2427789306640626
1.8850938415527343,1.9061578369140624,1.9070234680175784,1.857891845703125,2.001744842529297,1.9037870788574216,1.8875469970703125,2.106981048583984,2.2466734313964842
1.88442626953125,1.92010009765625,1.9057725524902345,1.843489990234375,1.9866802978515623,1.906898498535156,1.866403350830078,2.1131178283691407,2.2278459167480467
1.887296752929688,1.9176976013183595,1.8968922424316408,1.833412628173828,1.9794418334960937,1.8780528259277345,1.878426513671875,2.0882395935058597,2.2310359191894533
1.8775074768066409,1.9014775085449216,1.873238067626953,1.829236145019532,1.9721728515625,1.8822969055175784,1.8897454833984373,2.09367416381836,2.1962164306640624
1.8922445678710933,1.879835357666016,1.8819845581054688,1.8500607299804688,1.9501953125,1.8939836120605469,1.8757209777832031,2.074405059814453,2.214278564453125
1.8812483215332032,1.8807574462890624,1.8859494018554688,1.8554953002929688,1.961691284179688,1.904615478515625,1.8644659423828125,2.071288909912109,2.2105523681640626
1.8952725219726565,1.89562744140625,1.8661515808105469,1.8305760192871088,1.9329795837402344,1.8678929138183595,1.8483613586425784,2.0447853088378904,2.2200471496582033
1.8466407775878904,1.8719383239746088,1.866826934814453,1.8221917724609376,1.9549375915527345,1.8698019409179687,1.861167907714844,2.070844879150391,2.192584228515625
1.88145736694336,1.85564682006836,1.8761151123046875,1.800143127441406,1.948846740722656,1.8452235412597653,1.83105712890625,2.062600402832031,2.191700286865234
1.8627719116210937,1.8739208984375,1.870529022216797,1.798659515380859,1.9432048034667968,1.8869717407226565,1.845661163330078,2.056870422363281,2.1910769653320314
1.8683995056152345,1.865904541015625,1.872588348388672,1.8104420471191407,1.944350433349609,1.8776057434082032,1.8525289916992187,2.042241973876953,2.169997100830078
1.861642608642578,1.8607070922851563,1.8718742370605468,1.7910374450683593,1.925734252929688,1.8693743896484376,1.8173995971679688,2.036091613769531,2.1642138671875
1.842032928466797,1.850853576660156,1.8735614013671875,1.7683238220214843,1.9350131225585936,1.87291244506836,1.826270294189453,2.0361398315429686,2.1699269104003904
1.861707458496093,1.852983856201172,1.8503463745117188,1.7895616149902345,1.9141241455078124,1.843106384277344,1.8260617065429687,2.0244410705566405,2.1701788330078124
1.852681579589844,1.812410888671875,1.876578979492188,1.7737191772460938,1.912442169189453,1.84536376953125,1.833882293701172,2.0138243103027342,2.156374816894531
1.8635202026367188,1.8275361633300784,1.836983337402344,1.758569793701172,1.935099487304688,1.851538848876953,1.811566162109375,2.0094729614257814,2.1315518188476563
1.8413105773925784,1.851103057861328,1.883724365234375,1.7596736145019531,1.9175230407714845,1.8414260864257808,1.8311540222167968,2.027424163818359,2.1368505859375
1.8459982299804687,1.833229522705078,1.8483441162109373,1.7709042358398437,1.8998194885253907,1.8435491943359368,1.788230438232422,2.0219099426269533,2.1419389343261717
1.831876983642578,1.8273046875,1.855076446533203,1.7713580322265623,1.896080780029297,1.833853912353516,1.789269256591797,2.0014102172851564,2.1355303955078124
1.7983885192871094,1.8450119018554687,1.849877014160156,1.7741355895996094,1.9138156127929689,1.8644308471679687,1.8090699768066407,2.040158386230469,2.1286302185058594
1.8387640380859376,1.8148562622070312,1.8393722534179688,1.7847402954101563,1.8846743774414063,1.8256304931640623,1.7931472778320312,1.9930914306640624,2.1177748107910155
1.8322203063964844,1.821880340576172,1.8313710021972656,1.7757685852050782,1.887769470214844,1.8129551696777344,1.8036062622070312,1.9835615539550784,2.1333139038085935
1.8496331787109368,1.8210191345214843,1.8514007568359367,1.7752589416503906,1.8683259582519527,1.846802673339844,1.7952886962890624,1.9983724975585937,2.1171003723144532
1.8299951171875,1.8096881103515623,1.8091725158691403,1.782435302734375,1.8656466674804688,1.8286077880859373,1.777046661376953,1.9965733337402345,2.1103253173828125
1.8206039428710936,1.8466525268554688,1.8316105651855468,1.7558114624023438,1.8359547424316407,1.8205354309082031,1.7752114868164062,1.952400665283203,2.101971435546875
1.7977372741699218,1.8425347900390625,1.817552032470703,1.730457763671875,1.8452392578125,1.7948393249511718,1.7880645751953126,1.9705616760253903,2.104609375
1.8245848083496088,1.827504425048828,1.8401179504394527,1.722767333984375,1.8642304992675784,1.8224996948242187,1.7642106628417968,1.9547088623046875,2.0986634826660158
1.8100567626953128,1.824209899902344,1.813374481201172,1.6878787231445314,1.858130798339844,1.8293769836425784,1.7594606018066403,1.9703994750976563,2.093773193359375
1.8139500427246087,1.8114474487304688,1.818739471435547,1.72366455078125,1.8283331298828125,1.8282081604003904,1.8045497131347656,1.9645150756835936,2.0851853942871093
1.8037586975097657,1.817596435546875,1.8101838684082032,1.7260411071777344,1.8446701049804688,1.797216033935547,1.7723297119140624,1.9518148803710935,2.081631317138672
1.7804597473144532,1.801561584472656,1.8191128540039063,1.715383605957031,1.845289001464844,1.8181135559082031,1.7865914916992187,1.9383938598632813,2.0877484130859374
1.788722381591797,1.8101441955566409,1.818597412109375,1.7321746826171875,1.809706268310547,1.7963710021972656,1.7705667114257813,1.9536050415039063,2.080652770996094
1.787716827392578,1.8120137023925784,1.801774444580078,1.7433488464355469,1.8364505004882807,1.7910792541503906,1.751914520263672,1.959571075439453,2.0725885009765626
1.809088134765625,1.8043206787109376,1.779611358642578,1.7214657592773437,1.8136148071289064,1.7997605895996094,1.7657215881347657,1.913024444580078,2.0905589294433593
1.796923828125,1.795883331298828,1.7860302734375,1.7176033020019532,1.8258978271484367,1.8012052917480468,1.7694190979003903,1.918032684326172,2.1009207153320313
1.787703094482422,1.7991192626953123,1.8134791564941408,1.73914794921875,1.8236695861816403,1.811637573242188,1.7447348022460938,1.9285325622558596,2.1110887145996093
1.7835337829589843,1.8004545593261718,1.7778236389160156,1.7279475402832032,1.8030747985839843,1.7953861999511718,1.7595591735839844,1.9319528198242188,2.0779383850097655
1.802605438232422,1.7852236938476562,1.8218814086914064,1.7193226623535156,1.810474090576172,1.783004913330078,1.7493325805664062,1.9128898620605468,2.125684814453125
1.7926922607421876,1.795108642578125,1.7877120971679688,1.7159397888183594,1.8029801940917969,1.7832138061523437,1.7344990539550782,1.9080099487304687,2.077975311279297
1.8069473266601563,1.786413116455078,1.763235321044922,1.6991069030761718,1.7925474548339844,1.805611724853516,1.7491163635253906,1.906092987060547,2.084208526611328
1.77647216796875,1.7865660095214844,1.7685951232910155,1.675095672607422,1.8060079956054689,1.7844068908691406,1.731918487548828,1.9155686950683597,2.1032144165039064
1.755675964355469,1.77162841796875,1.7733241271972655,1.6888127136230469,1.773593597412109,1.78216796875,1.7529621887207032,1.907812652587891,2.0827090454101564
1.7862873840332032,1.7862794494628906,1.7578675842285156,1.7093247985839843,1.7940876770019532,1.7669134521484375,1.7534896850585937,1.9244085693359372,2.060250549316406
1.7608454895019532,1.7841128540039062,1.775897216796875,1.7178367614746093,1.789584197998047,1.7898789978027343,1.707228851318359,1.931127014160156,2.0628207397460936
1.808033447265625,1.7661181640625,1.795169677734375,1.6747360229492188,1.785582275390625,1.7634226989746091,1.710521240234375,1.8837957763671875,2.0270591735839845
1.7505963134765623,1.7713328552246097,1.759000244140625,1.7111726379394532,1.7883163452148438,1.772483367919922,1.7426266479492187,1.883306579589844,2.0467848205566406
1.7506642150878906,1.7724488830566407,1.7892083740234377,1.6833261108398438,1.7631747436523435,1.7556356811523437,1.7314291381835938,1.9074560546875,2.0350941467285155
1.7720413208007812,1.7642027282714845,1.7527874755859374,1.708185272216797,1.781885528564453,1.769159698486328,1.6974697875976563,1.8864190673828125,2.030298614501953
1.78307861328125,1.775659942626953,1.776962432861328,1.690582275390625,1.7623919677734374,1.7804994201660156,1.722864532470703,1.903446044921875,2.011940612792969
1.7481797790527345,1.7674488830566406,1.7705923461914062,1.6638446044921875,1.775296630859375,1.7284757995605469,1.7065800476074218,1.888115234375,2.0099215698242188
1.7742691040039062,1.7617001342773435,1.7708847045898437,1.691720733642578,1.79875244140625,1.749173126220703,1.689184112548828,1.877455596923828,2.0364552307128907
1.7570773315429689,1.7492085266113282,1.81591064453125,1.6931808471679688,1.7747149658203123,1.7414340209960937,1.690015106201172,1.870132751464844,2.010816650390625
1.7391644287109376,1.7609133911132813,1.7603697204589843,1.6825868225097655,1.7745077514648435,1.7395664978027343,1.708769073486328,1.8905650329589845,1.994644775390625
1.7500997924804689,1.761249694824219,1.7847930908203125,1.6602496337890624,1.7538453674316403,1.7450469970703124,1.6976455688476562,1.85903564453125,2.016074981689453
1.7705255126953126,1.7591700744628906,1.7572409057617189,1.6710586547851562,1.7241758728027343,1.7794798278808597,1.710802001953125,1.888493194580078,1.9932936096191407
1.7469210815429688,1.7470248413085938,1.757620086669922,1.67727783203125,1.7545790100097656,1.7835823059082032,1.7037391662597656,1.8924160766601563,2.0069325256347654
1.7659556579589843,1.7631809997558594,1.7614781188964843,1.6511503601074218,1.7612991333007812,1.7549720764160155,1.6797998046875,1.8537200927734372,1.988585205078125
1.7595320129394532,1.7745057678222655,1.7847700500488282,1.6598585510253907,1.7564382934570313,1.746541748046875,1.7126817321777343,1.850651092529297,1.975821990966797
1.7234593200683594,1.758235321044922,1.7717178344726563,1.6771444702148437,1.7437019348144531,1.7490837097167968,1.7044593811035156,1.8566575622558597,1.9768258666992187
1.7512725830078124,1.7458921813964845,1.7490194702148438,1.6720686340332032,1.737164306640625,1.7531471252441406,1.6802920532226562,1.844698944091797,1.9483949279785155
1.7488493347167968,1.7512422180175782,1.7413972473144532,1.6380096435546876,1.742144317626953,1.741811828613281,1.6596751403808594,1.838070373535156,2.0052589416503905
1.7388923645019532,1.7822621154785157,1.7381903076171874,1.6683900451660156,1.7138883972167969,1.7292755126953123,1.6974473571777344,1.8400323486328125,1.9702601623535156
1.736618194580078,1.7417442321777343,1.7606513977050782,1.6591697692871097,1.7479611206054688,1.7304762268066407,1.6882481384277344,1.8337808227539063,1.96614501953125
1.7146157836914062,1.7373359680175782,1.784231262207031,1.6407783508300782,1.7211744689941406,1.7460911560058594,1.6875175476074218,1.86378662109375,1.9411976623535157
1.7143096923828125,1.7353672790527344,1.747870635986328,1.6291493225097655,1.743181915283203,1.7276959228515625,1.6482650756835937,1.8435331726074216,1.9824159240722656
1.741752166748047,1.762017059326172,1.769037628173828,1.6635237121582032,1.7199478149414062,1.749215087890625,1.663040008544922,1.8429090881347656,1.93935302734375
1.718817901611328,1.7473358154296874,1.7256785583496097,1.626987762451172,1.720983428955078,1.7047776794433591,1.683640289306641,1.838866729736328,1.9416903686523437
1.70380615234375,1.7511062622070312,1.7198770141601565,1.6269447326660156,1.7291807556152343,1.753220367431641,1.666172332763672,1.8211331176757808,1.9715003967285156
1.73970703125,1.7416806030273435,1.742343597412109,1.653833770751953,1.7329823303222656,1.7337101745605468,1.669039306640625,1.8306573486328128,1.950968017578125
1.7462242126464844,1.7470318603515624,1.7621372985839845,1.6274085998535155,1.7224020385742187,1.745001220703125,1.6588134765625,1.8272142028808596,1.9578031921386718
1.72900146484375,1.720057830810547,1.735795440673828,1.6153244018554689,1.6935166931152343,1.7169209289550782,1.679940948486328,1.8385670471191409,1.9291259765625
1.743553466796875,1.730034637451172,1.735074005126953,1.6604927062988282,1.7107916259765623,1.723157196044922,1.640361633300781,1.7827601623535156,1.940210723876953
1.7202882385253906,1.7342637634277345,1.74062744140625,1.6652239990234374,1.7148655700683593,1.7141209411621094,1.6808596801757814,1.7923297119140624,1.9293894958496094
1.704880523681641,1.7081451416015625,1.720146484375,1.6593394470214844,1.6956690979003906,1.7107441711425782,1.6666389465332032,1.824105224609375,1.9252857971191406
1.7051408386230469,1.7242184448242188,1.7086715698242188,1.6451136779785156,1.703561706542969,1.7385093688964843,1.6691584777832031,1.8283970642089844,1.9240499877929687
1.6949937438964844,1.71380859375,1.7185101318359377,1.6298379516601562,1.6618026733398437,1.7362092590332032,1.6647511291503907,1.7994932556152343,1.9206785583496093
1.707379150390625,1.743329315185547,1.741693878173828,1.6316645812988282,1.6773387145996097,1.7380181884765624,1.6489842224121094,1.804784393310547,1.9108091735839843
1.7127706909179687,1.7518792724609376,1.7292263793945313,1.6297056579589844,1.701805419921875,1.6898703002929687,1.666358642578125,1.783247528076172,1.9215447998046875
1.7010392761230468,1.723842010498047,1.711005401611328,1.6233319091796874,1.7007354736328124,1.7098220825195312,1.6347673034667969,1.800989532470703,1.9194728088378907
1.6760760498046876,1.7090179443359377,1.7099118041992187,1.613212127685547,1.6843014526367188,1.7057020568847656,1.6543669128417968,1.7923051452636718,1.917193603515625
1.7216081237792968,1.7138279724121093,1.7315902709960938,1.6404055786132812,1.6952789306640623,1.6808596801757814,1.6407380676269532,1.8134744262695317,1.9187641906738282
1.7041824340820313,1.7262506103515625,1.7147512817382813,1.6038380432128907,1.7101206970214844,1.7265950012207032,1.6475932312011718,1.7665782165527344,1.9148379516601564
1.6780122375488282,1.7394017028808593,1.7253733825683597,1.6313095092773438,1.67585205078125,1.727939300537109,1.6439588928222657,1.7937632751464845,1.9040818786621094
1.693924560546875,1.7221470642089844,1.728937225341797,1.646919708251953,1.6646713256835937,1.7113433837890626,1.6536846923828126,1.801282196044922,1.898758544921875
1.6931867980957032,1.706412811279297,1.7156121826171875,1.623978271484375,1.6763436889648438,1.6954557800292969,1.6584837341308594,1.7598123168945312,1.8990495300292969
1.714657745361328,1.7238511657714843,1.6844374084472655,1.576074066162109,1.6834666442871091,1.7246726989746093,1.65870849609375,1.801103057861328,1.9127316284179687
1.7193081665039065,1.723468780517578,1.7366871643066406,1.6279519653320311,1.6521696472167968,1.7089979553222656,1.6454780578613282,1.7868411254882812,1.9180995178222657
1.7118907165527344,1.7296031188964844,1.7130125427246097,1.624434051513672,1.6859635925292968,1.6746273803710938,1.643970947265625,1.780663909912109,1.8828892517089844
1.7112440490722656,1.7321331787109375,1.7156767272949218,1.6275717163085937,1.6789801025390625,1.689160614013672,1.621932373046875,1.794400634765625,1.8844464111328125
1.6917634582519532,1.6984112548828123,1.7026966857910155,1.61492919921875,1.669891357421875,1.6737181091308593,1.6245442199707032,1.7671133422851562,1.892799072265625
1.7062118530273438,1.7221762084960937,1.6978347778320313,1.6056819152832031,1.6528466796875,1.6630447387695313,1.6615171813964844,1.7978236389160156,1.8907119750976562
1.6986714172363282,1.7146044921875,1.7486431884765623,1.6171990966796874,1.662147979736328,1.6926774597167968,1.6370999145507812,1.7755300903320312,1.8925181579589845
1.66998779296875,1.6817095947265626,1.6924678039550782,1.6432347106933594,1.6671372985839843,1.6813633728027344,1.6264021301269531,1.7675030517578123,1.8794967651367187
1.7025811767578125,1.7283430480957032,1.7259463500976562,1.6065765380859376,1.668754119873047,1.6838619995117188,1.6501582336425782,1.717519836425781,1.8694766235351563
1.6939204406738282,1.6956161499023437,1.7008976745605469,1.5935195922851562,1.668490295410156,1.6912774658203125,1.63390625,1.752670440673828,1.8776568603515624
