learning_rate_0.005,learning_rate_0.01,learning_rate_0.05,learning_rate_0.1
1.6249652099609375,1.568857116699219,2.026788787841797,2.4519009399414062
1.6437924194335938,1.57475341796875,2.0769314575195312,2.415627136230469
1.6336012268066409,1.5586820983886718,2.0096966552734377,2.486735076904297
1.6329521179199218,1.575487060546875,2.0596859741210936,2.4209140014648436
1.6265162658691406,1.5909396362304689,2.047863311767578,2.537454071044922
1.6429393005371091,1.55661865234375,2.0428887939453126,2.444029541015625
1.6542819213867188,1.573658447265625,2.040673217773437,2.4625086975097656
1.6185061645507812,1.5854310607910156,2.069036865234375,2.5779104614257813
1.6180184936523438,1.5677662658691407,2.031480712890625,2.4733380126953124
1.6277552795410155,1.580553741455078,2.056803436279297,2.548905792236328
1.612015838623047,1.571969757080078,2.062098388671875,2.588350524902344
1.6182127380371094,1.556011047363281,2.048489227294922,2.4225640869140626
1.6120448303222656,1.5437408447265626,2.040548095703125,2.5761822509765624
1.6271466064453124,1.5781503295898438,2.030453338623047,2.4059803771972654
1.6270156860351563,1.5366998291015626,2.028529052734375,2.478754119873047
1.6254988098144532,1.553619384765625,2.05042236328125,2.4932316589355468
1.6568299865722655,1.5601336669921877,2.054194641113281,2.428894500732422
1.6320057678222657,1.5588552856445312,2.0542366027832037,2.527016448974609
1.621895294189453,1.5495236206054688,2.0239518737792968,2.5505027770996094
1.6234487915039062,1.518771209716797,2.0445050048828124,2.4606932067871092
1.6484454345703126,1.5351409912109375,2.0274542236328124,2.3389125061035156
1.6049226379394532,1.5521922302246094,2.018551483154297,2.745858459472656
1.5867289733886718,1.5617047119140626,2.0364781188964844,2.504646453857422
1.6236463928222655,1.534369659423828,2.038115692138672,2.647990417480469
1.6091488647460936,1.5664158630371094,2.0068324279785155,2.808788146972656
1.6178262329101565,1.5595419311523435,2.017472381591797,2.7524124145507813
1.6006362915039063,1.5185328674316407,2.0512237548828125,2.831553649902344
1.6054069519042968,1.545967559814453,2.0248585510253907,2.75960693359375
1.5800401306152343,1.5858866882324218,2.017183990478516,2.646523132324219
1.6189527893066409,1.5531057739257812,2.039320373535156,2.5109431457519533
1.621374053955078,1.552945556640625,2.017747650146484,2.3709068298339844
1.609741668701172,1.5307962036132812,2.020469207763672,2.6818270874023438
1.604257354736328,1.52150634765625,2.0243215942382813,2.386082763671875
1.6010255432128906,1.557625274658203,2.0033331298828125,2.4199070739746094
1.6146849060058597,1.5504983520507811,1.9950633239746092,2.4598313903808595
1.5758976745605469,1.5647900390625,2.009785919189453,2.4667205810546875
1.5990975952148438,1.5345939636230468,1.9943879699707032,2.410103759765625
1.6195193481445314,1.5347158813476562,2.017090454101562,2.3621856689453127
1.6021058654785156,1.545024871826172,1.9800914001464844,2.32900146484375
1.59197021484375,1.52942626953125,1.993644256591797,2.3754849243164062
1.5807467651367189,1.540857391357422,2.0133291625976564,2.363991394042969
1.5882339477539062,1.52444091796875,2.022528686523437,2.3633267211914064
1.573897247314453,1.5173184204101562,2.022610321044922,2.3674603271484376
1.60812744140625,1.5362126159667968,2.040283508300781,2.364752197265625
1.5883950805664062,1.516475067138672,2.040940856933594,2.3199092102050782
1.5802963256835938,1.542660675048828,2.0014532470703124,2.3053863525390623
1.567905731201172,1.5493984985351563,2.006511993408203,2.352283477783203
1.59029296875,1.5429295349121093,2.006347961425781,2.316217498779297
1.6044195556640626,1.541348876953125,1.9894532775878904,2.3014068603515625
1.5966934204101562,1.5278248596191406,2.030393676757813,2.324626617431641
1.572923583984375,1.5334234619140623,2.0059664916992186,2.284158020019531
1.5868635559082032,1.5399067687988282,2.010669860839844,2.3156561279296874
1.609206390380859,1.5626852416992187,2.007221221923828,2.2768934631347655
1.5801036071777343,1.5558624267578125,1.997453155517578,2.288326873779297
1.5882847595214844,1.529217987060547,2.015127716064453,2.2964556884765623
1.5706752014160157,1.5336607360839845,2.0349488830566407,2.2721878051757813
1.5812510681152343,1.5288558959960938,2.0278419494628905,2.2603573608398437
1.591151123046875,1.5260870361328125,2.004738311767578,2.261948699951172
1.5813711547851563,1.552964019775391,1.9916586303710937,2.277409973144531
1.5733914184570312,1.5363710021972656,1.9906053161621091,2.2819830322265626
1.5818441772460938,1.536672821044922,2.018284912109375,2.2921763610839845
1.5576263427734376,1.5347598266601563,1.9982789611816407,2.249644012451172
1.5503829956054689,1.5554718017578124,2.002172393798828,2.2303512573242186
1.5744970703125,1.554132537841797,2.0029266357421878,2.2727450561523437
1.5783824157714843,1.5232615661621094,2.0019476318359377,2.291032257080078
1.567080078125,1.547592315673828,1.973914337158203,2.267339630126953
1.600133819580078,1.5501646423339843,2.017907409667969,2.264139862060547
1.5846969604492187,1.543017120361328,2.019795227050781,2.2828570556640626
1.5722357177734374,1.5546937561035157,2.0034443664550783,2.2464305114746095
1.5594940185546875,1.530382843017578,1.9897720336914064,2.2637623596191405
1.5827500915527344,1.5277833557128906,2.012117004394532,2.275238800048828
1.5751364135742187,1.5189299011230468,2.0125975036621093,2.248781280517578
1.561164093017578,1.5235569763183594,1.9988536071777343,2.2389276123046873
1.57513427734375,1.5411622619628906,1.9906436157226564,2.2529164123535157
1.549931640625,1.5175747680664062,2.006352996826172,2.249813995361328
1.573349761962891,1.5435096740722656,1.9894569396972657,2.2518896484375
1.5926438903808593,1.5183743286132811,2.004690856933594,2.255102233886719
1.5895814514160156,1.4964878845214844,2.004275360107422,2.269242706298828
1.5540573120117187,1.486125793457031,1.995821533203125,2.2428224182128904
1.5714779663085938,1.5017279052734376,1.9996846008300784,2.242287292480469
1.5588882446289063,1.494342803955078,2.000904846191406,2.222519836425781
1.5605743408203123,1.497572021484375,1.9902403259277344,2.2233871459960937
1.552484130859375,1.5296565246582032,1.9854437255859372,2.2599134826660157
1.5969761657714845,1.5297267150878906,2.0093283081054687,2.243930206298828
1.534542999267578,1.5306027221679688,2.0270420837402345,2.218358459472656
1.5520045471191406,1.5202964782714845,1.9869955444335936,2.2410498046875
1.561202850341797,1.5203660583496097,1.9733143615722657,2.234791259765625
1.5448478698730468,1.5238690185546877,1.9891885375976563,2.207741394042969
1.5560523986816406,1.493807830810547,1.9684664916992187,2.238669586181641
1.56203857421875,1.4953915405273437,2.0069725036621096,2.227788391113281
1.5712489318847656,1.5105517578125,1.9685903930664064,2.2364598083496094
1.5576220703125,1.5096060180664062,1.993316650390625,2.218819580078125
1.561090087890625,1.49013671875,1.9712431335449216,2.2288641357421874
1.5194625854492188,1.5252218627929688,1.9667372131347656,2.2155596923828127
1.5603790283203125,1.501610565185547,1.96061279296875,2.2614764404296874
1.542250823974609,1.49439697265625,1.99165771484375,2.2155636596679686
1.567084503173828,1.5330908203125,1.983140411376953,2.247167053222656
1.537736358642578,1.5116085815429687,1.995098571777344,2.221208953857422
1.5401101684570313,1.5377041625976562,2.0010499572753906,2.2335057067871094
1.5179806518554688,1.4975250244140623,1.9837095642089844,2.2151553344726564
1.5524835205078125,1.4993856811523438,1.9701350402832032,2.2139447021484373
1.5666603088378903,1.5098129272460938,1.9979144287109376,2.209736328125
1.5542497253417968,1.5004202270507812,1.965595703125,2.224611968994141
1.5229534912109377,1.486720733642578,1.98724853515625,2.185291290283203
1.5417497253417969,1.527205047607422,1.966708984375,2.2221331787109375
1.546297607421875,1.4916525268554688,1.959490966796875,2.213223571777344
1.5504306030273438,1.5118830871582032,1.9549978637695316,2.2229318237304687
1.5489381408691407,1.5087725830078125,1.9495915222167968,2.227980041503906
1.5462820434570312,1.4856997680664064,1.981781158447265,2.2201995849609375
1.5374208068847657,1.5287522888183591,1.9813673400878904,2.2238198852539064
1.5452061462402344,1.5073751831054687,1.9931007385253907,2.2182969665527343
1.5399375915527345,1.5064315795898438,1.970330047607422,2.2126051330566407
1.517188262939453,1.5080831909179688,1.973322296142578,2.22051513671875
1.5393203735351562,1.5071243286132812,1.9611285400390623,2.2287095642089843
1.4956137084960937,1.4990640258789063,1.9466181945800785,2.2035206604003905
1.5280227661132812,1.5256549072265626,1.951556396484375,2.206029357910156
1.5160317993164063,1.5010195922851564,1.9621261596679689,2.2467391967773436
1.54053955078125,1.4851969909667968,1.956873321533203,2.2198551940917968
1.5521522521972655,1.4932276916503906,1.981166534423828,2.218116912841797
1.520065460205078,1.512906188964844,1.96855712890625,2.196990966796875
1.5373721313476565,1.4974571228027345,1.994205322265625,2.222368011474609
1.5301690673828126,1.5002389526367188,1.9725108337402344,2.2490190124511718
1.5685345458984374,1.4753347778320312,1.9304910278320315,2.22255859375
1.5667813110351565,1.4949203491210938,1.9516221618652343,2.2037486267089843
1.5451750183105468,1.480364532470703,1.997228546142578,2.2312725830078124
1.5333206176757812,1.4999690246582031,1.9468231201171875,2.2359414672851563
1.5063967895507813,1.49890625,2.0093736267089843,2.1883885192871095
1.55995849609375,1.5072027587890624,1.9752684020996092,2.221551971435547
1.52814208984375,1.476741485595703,1.9846229553222656,2.2168428039550783
1.537981719970703,1.5233837890625,1.958511657714844,2.1980522155761717
1.5395205688476563,1.4983399963378907,1.9784660339355469,2.211633605957031
1.5200267028808594,1.470790252685547,1.962074279785156,2.2061422729492186
1.5132733154296876,1.4928138732910157,1.9894578552246092,2.208504943847656
1.500757293701172,1.4735710144042968,1.9530398559570312,2.2077206420898436
1.5095220947265624,1.4470626831054687,1.961088409423828,2.215318298339844
1.5169943237304688,1.5273838806152344,1.960021362304688,2.1957662963867186
1.5082229614257812,1.4939198303222656,1.9847787475585936,2.173028564453125
1.514552001953125,1.5085704040527343,1.971504821777344,2.219808807373047
1.5321647644042968,1.491882781982422,1.9476902770996092,2.2101795959472654
1.5336848449707032,1.483707733154297,1.9575828552246093,2.192322540283203
1.53078369140625,1.49716552734375,1.96862060546875,2.190579528808594
1.5223599243164063,1.48787353515625,1.989440460205078,2.172515869140625
1.5241102600097656,1.4767756652832031,1.999068603515625,2.1897315979003906
1.5255140686035156,1.4914315795898438,1.982222442626953,2.223310852050781
1.5093443298339844,1.496325225830078,1.9904324340820312,2.212931365966797
1.529326171875,1.4836492919921875,1.9872254943847656,2.237385559082031
1.5125259399414062,1.491663360595703,1.9811363220214844,2.2294570922851564
1.5197525024414062,1.4943614196777344,1.9754728698730468,2.2298124694824217
1.5347865295410157,1.5037399291992188,1.9816192626953124,2.2034233093261717
1.5147976684570312,1.4692402648925782,2.010021362304688,2.2066851806640626
1.5004701232910156,1.48281982421875,1.9866232299804687,2.1773330688476564
1.5220881652832032,1.4958319091796874,1.972431640625,2.1996995544433595
1.5121343994140626,1.4876274108886718,1.9689805603027344,2.206350860595703
1.4836500549316407,1.4938490295410156,1.9844375610351563,2.195343322753906
1.5066827392578126,1.4810362243652344,1.9692466735839844,2.17802001953125
1.5170028686523438,1.4848193359375,1.9848835754394527,2.1934376525878907
1.522907409667969,1.4717750549316406,1.9540609741210937,2.1917079162597655
1.5258702087402345,1.500152587890625,1.979336090087891,2.2067723083496094
1.5134767150878907,1.4932872009277345,1.95950927734375,2.1736036682128907
1.4938681030273435,1.50193603515625,1.972996368408203,2.1975529479980467
1.5008795166015625,1.4653768920898438,1.9714651489257813,2.192693786621094
1.487720947265625,1.4742608642578126,1.9900660705566409,2.2090585327148435
1.5117108154296874,1.48939208984375,1.9653712463378907,2.1746202087402344
1.5240011596679688,1.4977299499511718,1.9320993041992187,2.1974378967285157
1.5114765930175782,1.4855166625976564,1.9517750549316408,2.2135411071777344
1.5069775390625,1.490902862548828,1.9847438049316408,2.220777740478516
1.5164717102050782,1.4921565246582031,1.9492477416992189,2.200065002441406
1.5015110778808594,1.4862605285644532,1.960157470703125,2.1932887268066406
1.5286021423339844,1.480027618408203,1.9872389221191409,2.1982380676269533
1.5040330505371091,1.4733872985839844,1.942110595703125,2.187577667236328
1.522624816894531,1.4921371459960937,1.985629119873047,2.1603306579589843
1.4959535217285156,1.4778558349609374,1.98162109375,2.1451289367675783
1.5088014221191406,1.4812001037597655,1.9475299072265624,2.199634704589844
1.5300196838378906,1.4739247131347657,1.9626368713378903,2.2025962829589845
1.5051481628417969,1.4765167236328125,1.9844651794433597,2.2008990478515624
1.5054367065429688,1.5057774353027344,1.921212921142578,2.1821209716796877
1.4943339538574218,1.4852557373046875,1.956332092285156,2.1662971496582033
1.4851223754882812,1.456560821533203,1.9933975219726563,2.1828111267089843
1.5214036560058597,1.4848387145996094,1.9757664489746092,2.183763885498047
1.5071182250976562,1.47483154296875,1.9445330810546877,2.178575439453125
1.508953857421875,1.4967314147949218,1.94976318359375,2.2023545837402345
1.49527587890625,1.484243621826172,1.9572770690917969,2.190560760498047
1.484683074951172,1.4851934814453125,1.9543348693847653,2.1659388732910156
1.510422515869141,1.5106141662597656,1.9360250854492187,2.197298126220703
1.5098959350585937,1.498863983154297,1.9386265563964844,2.1744993591308592
1.504687042236328,1.4846983337402344,1.9359410095214844,2.1715704345703126
1.5096945190429687,1.503362579345703,1.9286764526367188,2.2228436279296875
1.5193681335449218,1.500775604248047,1.9450999450683597,2.1983839416503907
1.5079046630859374,1.4669123840332032,1.950907745361328,2.196571960449219
1.4964112854003906,1.4624807739257812,1.9390843200683596,2.181344451904297
1.5030848693847656,1.4907882690429688,1.929950866699219,2.179654388427734
1.4849676513671874,1.454923858642578,1.926429748535156,2.193303985595703
